day	Anno	celltype	UMAP_1	UMAP_2	marker:Hlx	marker:Postn	up:Foxp1	up:Creb3l1	up:Nr2f2	up:Hoxb2	up:Gata5	up:Nkx2-3	up:Mef2c	down:Cdx2	down:Lef1	down:Hoxd9	down:Pitx1	down:Id3	down:Hoxd1	down:Evx1	down:Nkx1-2	down:Hoxa10	down:Msx1	down:Msx2	down:Tcf7	down:Alx3	down:Hmga2	down:Sp5	down:Hoxa1	down:Id1	down:Cdx1	down:Hoxb6	down:Hoxb8	down:Hoxb9	down:Cdx4	down:Tbx3
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-2.96	5.1	1.7	0	0	1.7	1.7	3.5	3	0	1.7	0	1.7	0	0	4.4	3	0	0	0	3	3	1.7	0	3.2	0	2.3	1.7	0	0	0	0	0	1.7
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	5.82	-3.03	0	2	0	2	0	2.6	0	0	0	2.6	2	0	3.6	2	2	0	2.6	0	3.6	3.9	0	2.6	2.6	0	2	0	2	3	2	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.37	1.92	2.1	0	0	1.5	1.5	2.9	0	0	0	2.1	1.5	0	1.5	3.6	0	0	0	0	2.1	2.1	0	0	2.4	0	0	0	0	0	0	0	0	1.5
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.76	-6.83	0	0	0	2.9	0	0	0	0	0	0	2.3	0	4	2.9	0	2.3	2.3	0	4.1	3.8	2.3	0	2.3	0	0	2.3	0	2.3	2.3	2.3	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.36	5.95	0	0	1.8	0	1.8	2.4	1.8	0	3.6	0	0	0	0	4.2	2.8	0	0	0	3.5	2.8	0	0	2.8	0	0	2.8	1.8	0	0	0	0	1.8
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.86	-5.88	0	2.3	0	2.9	0	2.3	0	0	0	2.7	1.7	0	3.5	2.7	0	0	1.7	1.7	2.3	3.3	2.3	0	2.9	1.7	1.7	0	1.7	0	1.7	1.7	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-0.31	-0.21	0	0	2.4	1.8	0	2.8	0	0	0	2.4	0	0	1.8	4.1	2.4	0	0	0	3.1	3.1	2.8	2.4	2.8	2.4	2.4	2.4	1.8	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.93	2.96	0	0	0	0	0	2.8	0	0	0	2.8	0	0	2.4	3.6	1.8	0	1.8	0	2.4	0	1.8	0	3	0	1.8	1.8	1.8	0	1.8	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.45	-7.89	0	0	0	2.2	0	0	0	0	0	2.2	2.8	2.2	3.5	3.5	2.2	2.2	0	2.8	3.5	3.9	0	0	2.8	2.2	2.2	2.2	0	2.8	0	0	0	2.2
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.14	2.01	0	1.5	0	2.1	1.5	2.4	1.5	0	0	2.7	0	0	0	3.2	0	0	0	0	2.9	1.5	2.4	2.7	2.9	0	0	2.1	0	1.5	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.55	5.72	0	0	1.8	0	0	2.4	2.7	0	2.4	0	3	0	0	4.4	2.4	0	0	0	3.9	2.7	1.8	0	1.8	0	0	2.7	0	2.4	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-1.07	5.17	2.4	0	0	0	0	3.9	0	0	0	0	0	0	2.4	3.4	0	0	0	0	3.4	0	0	0	0	0	0	3.9	0	0	0	0	0	2.4
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.58	-3.21	3.2	0	1.9	1.9	0	0	0	0	0	4.1	0	1.9	2.5	3.6	0	0	0	0	1.9	0	0	1.9	2.9	0	0	0	0	0	0	0	0	1.9
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.5	-5.53	0	0	0	2.9	0	0	0	0	0	0	3.3	2.3	4.4	2.9	0	2.3	0	0	3.6	3.6	0	0	2.3	3.3	0	2.9	2.3	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.8	-2.52	0	0	1.5	0	0	2.1	0	0	0	3.1	2.1	0	3.4	4.3	2.1	2.5	0	0	4.6	3.3	1.5	2.1	3	0	1.5	3.1	1.5	2.1	1.5	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.12	-0.45	0	0	0	2.4	0	2.4	0	0	0	3.4	1.8	0	2.8	3.2	0	0	0	0	0	1.8	0	0	2.4	0	0	1.8	0	1.8	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.44	3.06	2	0	2	2.6	0	2	0	0	0	3.3	0	0	3.5	0	0	0	0	0	2.6	2	2.6	0	3	0	0	0	0	2	2	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.23	-3.98	0	0	0	0	0	0	0	0	0	3.7	2.6	2.6	3.3	3.3	2.6	0	0	2	2.6	2.6	2	0	3.5	0	2	0	0	2.6	0	0	0	2
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.33	-0.2	0	0	0	0	0	3.5	0	0	0	3	2	2.7	2	4.5	2.7	0	0	0	4.9	3.5	2.7	2.7	3.3	0	2	3.5	0	4.1	2.7	2	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	5.13	-2.73	0	0	1.6	2.2	0	2.9	0	0	0	3.4	1.6	0	2.6	3.9	3.1	0	0	0	3.9	3.2	0	1.6	3.1	1.6	2.2	1.6	0	3.2	2.2	0	0	2.2
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-5.05	-5.48	1.7	0	0	0	0	0	0	0	0	3.9	2.3	2.3	2.9	4.6	1.7	0	0	0	2.9	2.3	2.3	0	3.1	0	0	2.9	0	1.7	0	0	2.3	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	6.69	-1.36	0	0	0	0	0	2.8	0	0	0	2.2	0	0	3.5	3.5	2.2	0	2.2	0	2.8	2.8	0	0	2.8	0	0	2.8	0	2.8	2.2	0	2.2	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.59	5.64	0	0	2	0	0	2	3	0	2	0	2	0	0	4.1	0	0	0	0	2	2	0	0	3.8	0	3	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.38	3.29	0	0	0	0	0	2.5	0	0	0	2.8	2.5	0	0	0	1.9	1.9	0	0	1.9	2.8	0	0	1.9	1.9	1.9	0	0	3.1	1.9	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.69	2.01	0	0	0	0	0	2.8	0	0	0	3.1	0	0	1.8	3.9	3.8	0	0	0	3.1	2.8	0	0	2.8	2.5	1.8	2.8	1.8	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.05	1.75	0	0	0	0	0	3.3	0	0	0	2.6	2	0	0	3.7	4.1	0	0	0	4.7	3.3	2	0	3.3	0	2	3.5	0	2.6	2	0	0	2.6
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-0.27	0.16	0	0	0	0	0	0	0	0	0	3	2	0	2	3.5	0	0	0	0	2	0	0	0	3.3	0	0	3.5	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.8	-1.16	0	0	0	0	0	3.1	0	0	0	3.1	3.4	0	0	4.4	2.7	0	0	0	3.9	2.7	2.1	2.1	2.7	2.7	2.7	3.1	0	3.1	0	0	0	2.1
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.04	4.92	0	0	2.2	2.2	2.2	0	0	0	0	0	0	0	0	3.5	3.5	0	0	0	4.4	2.2	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.7	-6.49	0	1.8	0	2.7	0	0	0	0	0	0	0	0	4.2	3.6	0	1.8	0	0	2.4	2.7	2.4	1.8	3.4	1.8	2.7	0	1.8	2.7	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-2.19	4.97	0	0	2.2	2.2	0	2.8	0	0	2.2	0	0	0	0	2.8	2.2	0	0	0	2.8	3.5	0	0	2.8	2.2	0	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.47	3.8	0	1.8	0	2.4	0	2.4	1.8	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.01	-5.22	0	0	0	0	0	2.6	0	0	0	4	2.6	2.6	2.9	4.2	0	2.9	0	0	3.4	3.4	1.9	0	2.6	0	1.9	1.9	0	2.6	2.9	0	1.9	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.48	3.45	1.8	0	1.8	2.4	0	2.4	0	0	0	0	0	0	0	1.8	0	0	0	0	3.1	0	1.8	0	3.3	0	1.8	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.58	3.51	0	0	2.6	0	0	3.7	0	0	0	3.3	2.6	0	0	3.7	0	0	0	0	4.3	2.6	0	0	3.3	0	3.7	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-1.01	4.95	0	0	1.8	1.8	0	3.7	1.8	0	0	0	0	0	0	3.9	2.4	0	0	0	2.7	1.8	0	0	3	0	1.8	3.7	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.12	-7.61	0	0	0	2.5	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	3.2	0	0	0	2.5	0	2.5	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-5.06	-5.73	0	0	0	1.9	0	2.9	0	0	0	4.2	0	1.9	2.9	3.8	1.9	2.6	0	0	3.2	1.9	0	0	2.6	0	0	2.6	0	0	2.9	0	0	2.6
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.81	-1.43	0	0	0	0	0	3.8	0	0	0	3.9	2.7	2.1	2.7	4.1	2.1	0	2.1	2.1	4.1	3.6	0	0	3.1	0	0	2.1	0	3.8	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-5.24	-2.83	2.2	0	0	0	0	2.6	0	0	0	3.8	2.6	2.6	3.1	4	2.9	0	1.6	1.6	3.1	1.6	1.6	2.2	3.3	0	0	3.8	2.6	2.2	1.6	0	2.9	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.75	-0.48	0	0	1.7	0	0	3.2	0	0	0	3.2	2.3	1.7	1.7	2.7	3.7	0	0	0	3.2	3.5	0	1.7	3.4	0	1.7	3.2	0	2.3	1.7	0	1.7	1.7
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.04	-0.93	0	0	0	0	0	2.9	0	0	0	0	0	2.9	0	5	3.6	0	2.9	0	2.9	3.3	3.3	0	2.9	2.9	3.3	3.6	2.9	0	0	2.3	0	2.9
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.66	-3.48	2.7	0	0	0	0	0	0	2.1	0	3.7	0	0	2.1	2.7	0	2.7	0	0	0	2.1	2.1	0	3.1	0	0	3.1	0	2.1	2.1	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.22	5.41	2.4	0	0	0	0	3.5	2.4	0	2.4	0	0	0	0	4	3.1	0	0	0	3.8	3.1	0	0	3.1	0	0	3.1	2.4	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	0.53	-0.61	0	0	0	0	1.8	3.8	1.8	0	0	2.4	2.4	1.8	1.8	4.1	0	0	0	0	4.7	3.1	0	1.8	3.5	2.4	0	2.4	1.8	3.1	2.4	0	0	1.8
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	6.25	-3.21	0	0	0	3	0	3.4	1.6	0	0	1.6	0	0	0	4	1.6	0	0	0	3.7	3.4	1.6	0	2.8	0	1.6	2.6	0	3.7	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.69	1.84	1.7	0	2.3	1.7	0	3.4	0	0	0	1.7	0	0	0	4.6	3.6	0	0	0	3.7	2.3	1.7	0	3.3	0	2.3	2.6	1.7	1.7	0	0	1.7	2.3
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.76	-0.6	0	0	0	0	0	2.5	0	0	0	0	0	0	0	3.6	2.5	1.9	1.9	0	3.2	3.2	0	0	1.9	1.9	1.9	1.9	0	1.9	1.9	0	0	1.9
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.28	4.48	0	0	0	3.3	0	0	0	0	0	3.3	0	0	0	2.6	0	0	0	0	3.3	2.6	0	0	3.3	0	0	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.17	-5.61	0	1.8	0	0	0	1.8	0	0	0	3.3	0	0	3.3	3.9	1.8	0	1.8	0	2.8	2.5	0	0	1.8	2.5	2.8	2.5	3.8	1.8	2.8	1.8	1.8	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.68	-6.99	0	0	0	2.5	0	2.5	0	0	0	1.9	0	0	4.2	3.2	1.9	2.5	1.9	0	2.5	3.8	0	0	1.9	1.9	2.5	2.9	1.9	0	2.5	0	0	1.9
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.74	-3.96	0	0	0	0	0	0	0	0	0	4.1	0	0	3.6	3.8	0	0	0	0	2.3	0	0	0	3.3	2.3	0	0	2.3	2.3	0	2.3	0	2.3
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.83	2.18	1.6	0	0	0	0	1.6	0	0	0	3.2	0	0	1.6	3	1.6	0	0	0	2.2	2.8	0	0	2.8	1.6	1.6	2.2	1.6	2.8	0	1.6	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.49	-4.92	0	0	0	0	0	2.4	0	0	0	3.6	1.8	0	3.3	4.7	3.5	2.4	1.8	2.8	4.6	0	0	0	3.1	0	1.8	3.3	1.8	3.6	3.3	0	1.8	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.51	0.44	0	0	0	0	0	3.3	0	0	0	2.6	2.6	0	0	3.7	0	2.6	0	0	3.3	3.3	0	0	2.6	0	0	2.6	0	3.3	0	0	0	2.6
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-0.24	1.03	0	0	2	2	0	2.6	2	0	0	3.6	3	0	0	2.6	2.6	0	0	0	3.5	0	0	0	3.2	0	2	0	2.6	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.22	3.96	0	0	0	0	0	2.8	0	0	0	0	0	0	0	3.9	2.2	0	0	0	2.2	3.2	0	0	3.7	0	2.2	3.7	0	0	0	0	0	2.2
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	0.08	5.82	0	0	2.2	0	1.6	3.7	1.6	0	0	0	2.5	0	0	3	0	0	0	0	3.2	1.6	1.6	1.6	3.3	0	2.2	1.6	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-5.52	-4.98	0	0	1.8	1.8	0	1.8	0	0	0	4	2.7	2.7	3.2	4	0	1.8	2.7	0	3.4	1.8	1.8	0	3.5	0	0	1.8	0	3.8	0	2.7	0	1.8
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-0.39	2.51	0	0	0	2	0	3.8	2	0	0	0	0	0	0	3.7	3.7	0	0	0	3.7	2	2	0	2	2	3	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.2	-4.65	0	0	1.6	1.6	0	2.6	0	0	0	2.6	1.6	0	3.1	3.9	1.6	0	1.6	1.6	3.5	3.2	2.8	0	3.1	1.6	1.6	0	1.6	1.6	2.2	0	0	1.6
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-2.35	5.11	1.8	0	0	1.8	0	2.4	0	0	1.8	1.8	0	0	1.8	4.6	1.8	0	0	0	3.4	1.8	0	0	2.8	0	1.8	2.8	0	0	0	0	0	2.4
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	6.32	-2.66	0	0	1.8	3.1	0	4.2	0	1.8	0	0	0	0	0	3.3	0	0	0	0	3.6	2.8	0	1.8	2.8	0	2.4	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.48	-5.77	0	0	0	0	0	1.8	0	0	0	2.7	1.8	1.8	3.8	4.1	1.8	0	0	0	4	3.4	2.4	0	0	1.8	0	0	1.8	2.7	2.7	2.4	1.8	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.41	4.07	0	0	2.3	0	0	0	0	2.9	0	2.3	2.3	2.3	2.3	2.9	0	0	0	0	0	0	2.3	2.3	2.3	0	0	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.55	5.03	0	0	2.1	2.1	0	3.4	0	2.1	0	0	0	0	0	2.7	0	0	0	0	0	2.1	0	0	2.7	0	0	0	2.1	0	2.1	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.63	1.36	2.3	0	0	3.1	0	2.9	0	0	0	2.9	1.7	0	0	1.7	2.7	0	2.3	0	0	3.1	0	0	2.9	0	1.7	0	0	1.7	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	6.33	-0.81	0	0	0	2.9	0	2.9	0	0	0	0	2.2	0	0	4.5	0	0	0	0	4.4	0	0	0	2.2	0	2.2	2.9	0	2.9	2.2	0	0	2.2
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-1.73	-2.64	2.1	0	0	0	0	2.1	0	0	0	4.4	2.1	0	0	2.7	0	0	2.1	0	0	0	0	2.7	3.4	0	0	0	0	0	2.1	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.39	4.21	0	2.4	0	2.4	0	3	0	0	0	2.4	0	0	3.4	2.4	0	0	0	0	3.9	0	0	0	3	0	0	0	0	2.4	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.6	2.95	0	0	2.1	0	0	3.1	0	2.1	0	2.1	2.1	0	2.8	3.1	2.1	0	0	0	2.1	2.1	0	0	2.1	0	0	2.1	2.1	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.99	2.39	0	0	0	0	0	2.7	0	0	0	0	2.1	0	0	3.8	2.1	0	0	0	3.8	0	0	0	2.1	0	0	3.1	0	2.1	2.1	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-0.22	-0.89	0	0	0	0	0	2.9	0	0	0	1.7	0	1.7	1.7	4.4	2.6	0	1.7	1.7	3.8	2.3	0	1.7	2.9	1.7	1.7	2.9	1.7	2.9	1.7	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	0.71	5.29	0	0	0	2.4	0	2.4	0	0	2.4	0	0	0	0	4.6	2.4	0	0	0	3.4	3.7	2.4	0	0	0	0	3	0	0	0	0	0	2.4
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.31	0.67	1.5	0	0	1.5	0	3.1	0	0	0	1.5	0	0	0	2.7	0	0	0	0	3.7	1.5	1.5	0	2.5	0	1.5	1.5	0	2.5	1.5	0	0	1.5
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.38	3.91	0	0	1.9	0	0	0	0	0	0	2.9	1.9	0	2.5	3.3	1.9	0	0	0	2.5	2.5	3.1	0	3.1	0	1.9	0	0	2.5	1.9	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.7	2.59	2.2	0	0	2.9	0	0	0	0	0	2.2	0	0	0	2.2	0	0	0	0	2.2	3.5	0	2.2	2.2	0	0	2.2	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.19	2.39	1.9	0	0	1.9	0	2.9	0	1.9	0	2.6	0	0	2.6	3.4	0	0	0	0	1.9	0	0	1.9	3.2	0	0	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	0.16	7.74	0	0	1.9	0	0	0	0	0	0	0	3.3	0	0	4.1	0	0	0	0	2.5	1.9	0	0	3.1	1.9	3.1	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.8	-5.75	0	0	0	0	0	0	0	0	0	4.2	0	1.9	2.9	4.4	1.9	0	2.9	0	3.5	2.5	0	0	3.7	1.9	0	2.5	0	1.9	1.9	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.99	1.35	0	0	2.2	2.2	0	2.8	0	0	0	3.5	2.2	0	2.2	3.9	3.2	0	2.2	0	3.2	0	2.2	0	2.2	0	0	3.5	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.33	-5.51	0	0	0	2.6	0	3	0	0	0	2.6	0	0	2	3.5	0	2.6	0	0	4.1	3.5	2.6	0	2	3	0	0	0	3	2	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.86	-0.75	2	0	0	0	0	0	0	0	0	2	0	0	0	4	2	0	0	0	2.7	0	0	2	3.6	0	0	3.3	2	2.7	0	0	2.7	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.36	-4.32	2.2	0	0	0	0	2.2	2.2	0	0	2.8	2.8	3.7	2.8	4.3	0	0	2.2	0	3.9	2.8	0	0	3.7	0	0	2.2	0	3.7	4.3	0	0	2.2
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-2.38	6	0	0	1.8	0	0	3.6	0	0	1.8	0	0	1.8	2.4	3.7	0	0	0	0	3.7	0	0	0	3.5	0	1.8	2.8	0	2.8	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.5	5.01	0	0	2.3	0	2.3	0	0	0	0	3.3	0	0	0	2.9	0	0	0	0	2.3	2.9	0	0	2.3	0	0	0	2.3	0	2.3	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.86	-3.69	0	0	0	0	0	0	0	0	0	3.6	0	0	3	3	0	0	2.3	0	3.6	0	2.3	0	4	0	0	3.4	0	2.3	2.3	0	3	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.23	-6.04	0	0	0	2.6	0	0	0	0	0	3.5	2	0	3	4.4	0	0	2	0	2	0	2	0	3.3	0	0	2.6	0	2	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.92	2.9	0	0	0	0	0	2.5	0	0	0	2.5	0	0	2.5	4.2	3.5	0	0	0	0	2.5	0	0	3.5	0	0	2.5	0	0	2.5	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.85	-4.19	0	0	0	2.2	0	0	0	0	0	3.2	0	2.2	3.2	3.7	0	0	0	2.2	3.5	3.2	0	0	2.8	0	2.2	0	0	2.2	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.57	1.52	0	0	0	0	0	1.9	0	0	0	0	1.9	0	0	3.6	1.9	0	0	0	3.4	2.5	0	0	2.9	0	1.9	1.9	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	4.81	-3.15	0	0	0	2.5	0	2.5	0	0	0	2.5	1.9	0	2.5	3.7	0	0	0	1.9	4	3.8	0	0	2.5	0	1.9	2.5	0	3.1	1.9	0	0	1.9
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-5.16	-5.32	0	0	0	0	0	2.5	0	0	0	2.5	2.5	2.5	2.5	3.7	3.4	1.9	0	2.5	3.2	3.6	1.9	0	0	0	1.9	3.7	1.9	3.2	0	1.9	2.9	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.84	-0.34	2.5	0	1.9	2.5	2.5	0	0	0	0	2.9	0	0	3.4	1.9	0	0	1.9	0	0	0	1.9	0	3.4	0	0	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	0.01	4.56	1.8	0	0	0	0	3.3	1.8	0	1.8	0	0	0	0	3.7	1.8	0	1.8	0	3.3	1.8	0	0	2.8	0	0	0	0	2.8	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-3.32	5.64	0	0	2	0	0	3.5	3	0	3	2	2.6	0	2	4.7	2	0	0	0	0	2	0	0	2	0	2	3	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.84	-3.46	2.4	0	0	3.1	0	0	0	0	0	3.1	2.4	0	3.1	3.5	2.4	0	0	0	2.4	3.5	2.4	0	0	2.4	0	0	0	2.4	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	2.07	3.31	0	0	0	2	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	2	0	0	0	0	0	2
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-4.15	-6.13	0	0	0	0	0	3	0	0	0	4	3.5	0	2.6	4.4	0	0	0	0	0	0	2.6	0	2.6	0	0	3.5	0	3.3	2.6	2	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.03	-2.04	2.1	0	1.5	2.5	1.5	2.1	1.5	0	0	0	0	0	1.5	2.7	1.5	0	0	0	2.1	0	0	0	2.1	0	2.1	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-5.33	-0.4	0	0	2.3	0	0	2.9	0	0	0	2.3	0	0	0	3.8	2.9	2.3	0	0	3.6	3.3	0	2.3	3.3	0	0	3.3	2.3	2.3	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	1.19	2.97	0	0	1.8	2.8	0	1.8	0	0	1.8	0	1.8	0	0	3.4	0	0	0	0	1.8	1.8	1.8	0	2.8	0	0	0	0	0	0	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	-5.07	-5.62	0	0	2.2	0	0	0	0	0	0	3.7	3.2	2.2	2.8	3.7	0	2.2	3.2	2.2	3.2	2.8	0	0	3.2	0	0	2.2	0	3.2	2.2	0	0	0
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	3.03	-5.75	0	0	0	2.2	0	2.2	0	0	0	2.2	2.2	0	2.9	3.9	0	2.2	0	0	3.7	2.2	0	0	2.2	2.2	0	0	0	3.3	0	0	0	2.2
E8	E8_Amniochorionic_mesoderm	Amniochorionic_mesoderm	6.66	-2.03	0	0	1.7	3	0	3.2	0	0	0	0	0	0	0	4	2.7	0	0	0	4.1	2.7	2.3	0	3.5	0	0	0	0	3.4	2.7	0	0	0
